HUVR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-12-31,-1.1949578762578192,-2.5358069632681297,-1.4467318133890201,1.0010516634927142,2.560419978433783,-0.8884743755000586,-0.5551918439569273,1.3774852094084202,-1.252376285505493,-1.442533308809277,-1.8441183557300775,-0.8367621493538252,-1.590995242734707,1.8890548365521835,0.05921772264018767
2025-01-31,1.1047440465695932,-0.15403739472986694,-0.23481496045243402,0.6824720328950016,2.029988280588094,-0.2915517766823072,0.05328283523437669,0.2351563628264356,-1.0568190877790709,-0.41707802063677973,-0.663011278359073,-0.2433312859831057,-0.18782155089563682,0.6280845469487394,-0.11971712038653733
2025-02-28,-2.011243009082141,-1.145446691496316,-0.9805948412740271,1.6420787469136708,2.1417946282449702,-1.0082199185972112,0.7809238363552646,1.6852581667297457,-0.8918380288255129,-1.910091123389777,-1.7313518175782927,-0.5882956130924821,-1.1193431775708647,1.499494580296773,0.030837567170176133
2025-03-31,0.5679910410182614,-0.1759023805175957,-0.07793674322000349,1.6112553330689352,1.5438092593398827,-1.0239481399187038,-0.3297370573869427,0.7979564056088152,-0.8601020492305225,-1.2002202115066276,-0.5974100094972338,-0.10889852412677556,-0.02417675716073221,0.5227261382481331,0.03619289582090265
2025-04-30,0.6617301911204538,-0.37723295834211196,0.570791284991158,1.2102639728514208,0.6282038976262526,0.522746427656227,0.658113626881925,0.22353428938682693,-0.3214001256661848,-0.6402522576457449,0.10076417923245785,0.34864267071629423,0.703511457613615,0.9108270986773324,0.002646380747639744
2025-05-31,0.07417828734145344,0.7546734012817974,0.157919657630688,-1.1164282765837885,0.5915110345173845,-0.6522090466644683,0.11595628644789083,0.12486393647516071,-0.22302621357462615,-0.5171788854112438,0.2656897008118351,0.08874563091661358,0.23230838328872266,0.33505393665134725,-0.02313448336968807
2025-06-30,-0.2967881943200559,0.26161409787510226,-0.6793320130328235,-0.6696107917599957,0.2778902177117303,-0.4694803411868252,0.3539704915707778,0.44404559955981293,-0.3484294039995456,-0.6678796293292458,-0.003216271511503459,-0.49968053084347247,-0.7546264301466615,0.47907921751718086,0.09417468084801768
2025-07-31,1.6733752980471672,0.8139916641512975,-0.5831524806077812,0.36052708708230663,0.6297150428807538,0.029482352897970347,-1.2638610543270983,-0.7619629978203835,-0.23426007201366597,0.5539912055499603,1.3641066120936511,-0.3329199727350441,-0.5618447211591346,-0.058786105631974825,0.05351617327888799
2025-08-31,0.8611385232647356,1.264124994901466,-0.22882802146044215,0.2997471027344137,-0.9399086140364389,-0.8378472592329225,-0.4865110562528992,-1.3171587184127769,-0.11800873444688546,1.1618727406736882,1.572666717083673,-0.38136579105024343,-0.15772902506090744,0.5356308333723983,-0.056215132248298195
2025-09-30,-0.9221500611286931,0.8634421273632791,-1.6235897373892414,0.8279175238631573,-0.24399759873827778,-1.1013837532742219,-0.8421051261179873,-0.5243910252755689,1.5288800970383967,0.43458752509989135,0.39712942363141546,-1.3819562941426167,-1.680586354984471,1.745085315842809,-0.01963903009635643
2025-10-31,-0.31616222828585866,-0.2239877471240767,0.02426205627311909,0.061634860447280074,-0.21269977266278695,-0.8012012986531064,-0.9530771355428088,-0.2897524896590576,1.0728504228218438,0.19979135835786482,-0.009120148443023184,-0.011380671293026697,0.06899065403227861,0.3231020955603703,0.0004448490264026874
2025-11-30,0.011668225944794672,-0.7030386221249434,0.18411268299642553,-0.8856650489630493,-0.23684104535452793,-1.6629509355300824,-1.1480563075976515,-0.30735262738034097,1.024427907038084,0.2247623356795803,-0.12353283701280449,0.11843507571939418,0.24293767039119868,0.351628751365916,-0.04740539740888191
2025-12-31,-0.7134974250267334,-0.5841672260434096,0.44647545954372686,-1.0655035916619815,-0.1373324502975722,0.22508676256921717,0.8390642338699468,-0.7811996016548483,0.18077606474996885,-0.4448824264481448,-0.7699815225950859,0.30754960851733154,0.5228795577394052,0.20053911087690066,0.02435659656798864
2026-01-31,0.45826255561783236,-0.14090595446172485,0.03279473127215753,-0.6605346363168553,-1.1375159111255728,-1.358444735533513,-0.8844788325456948,-1.0554000218256574,0.28024517938774135,-0.07066987478375406,-0.31003173233637615,-0.1032332175793825,0.09915675011937802,0.5507802611809678,-0.014816343718770806
2026-02-28,-0.21541173792598986,-0.2689038290891955,1.3776748866363644,-0.6402068394224515,-1.832459899786925,-0.10550340540187611,1.1435411586195663,-0.8071305101439895,0.38413304181002406,-0.2199804093844917,-0.24603122419530793,1.8909743366724692,1.4778003103153499,0.012519335962844345,-0.03667658467376805
